XM_040170673.1	chrIII	7499887	7499887	chrIII	7494488	7499547	+	XM_040170673.1	path1	Q91XE9 Q8BWS0	Cyclic AMP-responsive element-binding protein 3-like protein 3	Transcription factor CREB-H;	 PF00170;	 GO:0005829;GO:0005783;GO:0005789;GO:0016021;GO:0016020;GO:0005654;GO:0005634;GO:0035497;GO:0001228;GO:0000981;GO:0046982;GO:0042803;GO:0000978;GO:0000977;GO:0000976;GO:0030968;GO:0045944;GO:1990440;GO:0006357;	  C:cytosol; C:endoplasmic reticulum; C:endoplasmic reticulum membrane; C:integral component of membrane; C:membrane; C:nucleoplasm; C:nucleus;	  F:cAMP response element binding; F:DNA-binding transcription activator activity, RNA polymerase II-specific; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:protein heterodimerization activity; F:protein homodimerization activity; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding; F:RNA polymerase II transcription regulatory region sequence-specific DNA binding; F:transcription regulatory region sequence-specific DNA binding;	  P:endoplasmic reticulum unfolded protein response; P:positive regulation of transcription by RNA polymerase II; P:positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress; P:regulation of transcription by RNA polymerase II;
XM_040172046.1	chrIII	7499887	7499887	chrIII	7502262	7504787	+	XM_040172046.1	path1	Q9NSD7 Q14DA5	Relaxin-3 receptor 1	G protein-coupled receptor SALPR;G-protein coupled receptor GPCR135;Relaxin family peptide receptor 3;Somatostatin- and angiotensin-like peptide receptor;	 PF00001;	 GO:0005887;GO:0005886;GO:0008528;GO:0004930;GO:0007186;GO:0007218;GO:0032467;	  C:integral component of plasma membrane; C:plasma membrane;	  F:G protein-coupled peptide receptor activity; F:G protein-coupled receptor activity;	  P:G protein-coupled receptor signaling pathway; P:neuropeptide signaling pathway; P:positive regulation of cytokinesis;
XM_040172047.1	chrIII	7499887	7499887	chrIII	7506046	7512245	-	XM_040172047.1	path1	Q8N6T7 B2RCD0 O75291 Q6IAF5 Q6PK99 Q8NCD2 Q9BSI5 Q9BWP3 Q9NRC7 Q9UQD1	NAD-dependent protein deacetylase sirtuin-6	Regulatory protein SIR2 homolog 6;SIR2-like protein 6;	 PF02146;	 GO:0099115;GO:0005737;GO:0005654;GO:0005634;GO:0019213;GO:0004407;GO:0003956;GO:0003950;GO:0070403;GO:0017136;GO:0046969;GO:0003714;GO:0008270;GO:0070932;GO:0000122;GO:1905555;GO:1902732;GO:0031940;GO:0120162;GO:1905549;GO:0032206;GO:1901485;GO:1905564;GO:0003247;GO:0006471;GO:0006476;GO:0010569;GO:0031667;	  C:chromosome, subtelomeric region; C:cytoplasm; C:nucleoplasm; C:nucleus;	  F:deacetylase activity; F:histone deacetylase activity; F:NAD(P)+-protein-arginine ADP-ribosyltransferase activity; F:NAD+ ADP-ribosyltransferase activity; F:NAD+ binding; F:NAD-dependent histone deacetylase activity; F:NAD-dependent histone deacetylase activity (H3-K9 specific); F:transcription corepressor activity; F:zinc ion binding;	  P:histone H3 deacetylation; P:negative regulation of transcription by RNA polymerase II; P:positive regulation of blood vessel branching; P:positive regulation of chondrocyte proliferation; P:positive regulation of chromatin silencing at telomere; P:positive regulation of cold-induced thermogenesis; P:positive regulation of subtelomeric heterochromatin assembly; P:positive regulation of telomere maintenance; P:positive regulation of transcription factor catabolic process; P:positive regulation of vascular endothelial cell proliferation; P:post-embryonic cardiac muscle cell growth involved in heart morphogenesis; P:protein ADP-ribosylation; P:protein deacetylation; P:regulation of double-strand break repair via homologous recombination; P:response to nutrient levels;
XM_040172049.1	chrIII	7534490	7534490	chrIII	7522944	7529342	-	XM_040172049.1	path1	Q9YHX4	Semaphorin-4E	Semaphorin-7;Semaphorin-Z7;	 PF01437;PF01403;	 GO:0005615;GO:0005887;GO:0045499;GO:0030215;GO:0007411;GO:0050919;GO:0010693;GO:0048843;GO:0000122;GO:0001755;GO:0043931;GO:0030335;GO:0043547;GO:0071526;	  C:extracellular space; C:integral component of plasma membrane;	  F:chemorepellent activity; F:semaphorin receptor binding;	  P:axon guidance; P:negative chemotaxis; P:negative regulation of alkaline phosphatase activity; P:negative regulation of axon extension involved in axon guidance; P:negative regulation of transcription by RNA polymerase II; P:neural crest cell migration; P:ossification involved in bone maturation; P:positive regulation of cell migration; P:positive regulation of GTPase activity; P:semaphorin-plexin signaling pathway;
XM_040172054.1	chrIII	7534490	7534490	chrIII	7529646	7534343	-	XM_040172054.1	path1	Q9UGK3 A6NKK3 Q9NXI2	Signal-transducing adaptor protein 2	Breast tumor kinase substrate;	 	 GO:0005829;GO:0005886;GO:0035591;GO:0042531;	  C:cytosol; C:plasma membrane;	  F:signaling adaptor activity;	  P:positive regulation of tyrosine phosphorylation of STAT protein;
XM_040172051.1	chrIII	7534490	7534490	chrIII	7534649	7543634	-	XM_040172051.1	path1	Q8AXV0	Endophilin-A2	Endophilin-2;SH3 domain-containing GRB2-like protein 2;SH3p8;	 PF03114;PF00018;	 GO:0030054;GO:0042995;GO:0031901;GO:0002102;GO:0008289;GO:0006897;	  C:cell junction; C:cell projection; C:early endosome membrane; C:podosome;	  F:lipid binding;	  P:endocytosis;
XM_040172180.1	chrIII	7534492	7534492	chrIII	7544336	7556424	-	XM_040172180.1	path1	Q92753 Q8WX73	Nuclear receptor ROR-beta	Nuclear receptor RZR-beta;Nuclear receptor subfamily 1 group F member 2;Retinoid-related orphan receptor-beta;	 PF00104;PF00105;	 GO:0000785;GO:0005654;GO:0005634;GO:0001228;GO:0003700;GO:0000981;GO:0008502;GO:0004879;GO:0000978;GO:1990837;GO:0008134;GO:0008270;GO:0035881;GO:0071300;GO:0042462;GO:0045668;GO:0045892;GO:0045944;GO:0045893;GO:0042752;GO:0006357;GO:0006355;GO:0060041;GO:0046549;GO:0046548;GO:0048511;GO:0006367;GO:0007601;	  C:chromatin; C:nucleoplasm; C:nucleus;	  F:DNA-binding transcription activator activity, RNA polymerase II-specific; F:DNA-binding transcription factor activity; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:melatonin receptor activity; F:nuclear receptor activity; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding; F:sequence-specific double-stranded DNA binding; F:transcription factor binding; F:zinc ion binding;	  P:amacrine cell differentiation; P:cellular response to retinoic acid; P:eye photoreceptor cell development; P:negative regulation of osteoblast differentiation; P:negative regulation of transcription, DNA-templated; P:positive regulation of transcription by RNA polymerase II; P:positive regulation of transcription, DNA-templated; P:regulation of circadian rhythm; P:regulation of transcription by RNA polymerase II; P:regulation of transcription, DNA-templated; P:retina development in camera-type eye; P:retinal cone cell development; P:retinal rod cell development; P:rhythmic process; P:transcription initiation from RNA polymerase II promoter; P:visual perception;
XM_040172186.1	chrIII	7562597	7562597	chrIII	7564006	7565723	+	XM_040172186.1	path1	Q9HC97 J3KR30 O43495 Q17R58 Q4VBN5 Q4ZFV2 Q6FHI8 Q86UH4	G-protein coupled receptor 35	Kynurenic acid receptor;	 PF00001;	 GO:0005887;GO:0005886;GO:0016494;GO:0004930;GO:0070098;GO:0007010;GO:0007186;GO:1904456;GO:1901386;GO:0007204;GO:0051482;GO:0035025;	  C:integral component of plasma membrane; C:plasma membrane;	  F:C-X-C chemokine receptor activity; F:G protein-coupled receptor activity;	  P:chemokine-mediated signaling pathway; P:cytoskeleton organization; P:G protein-coupled receptor signaling pathway; P:negative regulation of neuronal action potential; P:negative regulation of voltage-gated calcium channel activity; P:positive regulation of cytosolic calcium ion concentration; P:positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway; P:positive regulation of Rho protein signal transduction;
XM_040172177.1	chrIII	7562597	7562597	chrIII	7574165	7596301	-	XM_040172177.1	path1	O70141	Semaphorin-6B	Semaphorin-Z;	 PF01403;	 GO:0005615;GO:0005887;GO:0045499;GO:0030215;GO:0007411;GO:0007417;GO:0021766;GO:0050919;GO:0048843;GO:0001755;GO:0030335;GO:0071526;	  C:extracellular space; C:integral component of plasma membrane;	  F:chemorepellent activity; F:semaphorin receptor binding;	  P:axon guidance; P:central nervous system development; P:hippocampus development; P:negative chemotaxis; P:negative regulation of axon extension involved in axon guidance; P:neural crest cell migration; P:positive regulation of cell migration; P:semaphorin-plexin signaling pathway;
XM_040175423.1	chrIV	32584511	32584511	chrIV	32581888	32583675	-	XM_040175423.1	path1	Q90259	Achaete-scute homolog 1a	Pituitary-absent protein;	 PF00010;	 GO:0005634;GO:0090575;GO:0000981;GO:0046983;GO:0000977;GO:0043565;GO:0021984;GO:0031103;GO:0043697;GO:0048566;GO:0002070;GO:0021575;GO:0060575;GO:0010629;GO:0007399;GO:0030182;GO:0045666;GO:0045944;GO:0045893;GO:0031099;GO:0050767;GO:0006357;GO:0070654;GO:0007423;GO:0061549;GO:0061195;	  C:nucleus; C:RNA polymerase II transcription regulator complex;	  F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:protein dimerization activity; F:RNA polymerase II transcription regulatory region sequence-specific DNA binding; F:sequence-specific DNA binding;	  P:adenohypophysis development; P:axon regeneration; P:cell dedifferentiation; P:embryonic digestive tract development; P:epithelial cell maturation; P:hindbrain morphogenesis; P:intestinal epithelial cell differentiation; P:negative regulation of gene expression; P:nervous system development; P:neuron differentiation; P:positive regulation of neuron differentiation; P:positive regulation of transcription by RNA polymerase II; P:positive regulation of transcription, DNA-templated; P:regeneration; P:regulation of neurogenesis; P:regulation of transcription by RNA polymerase II; P:sensory epithelium regeneration; P:sensory organ development; P:sympathetic ganglion development; P:taste bud formation;
XM_040175437.1	chrIV	32602258	32602258	chrIV	32595040	32608598	-	XM_040175437.1	path1	Q9JHR9 Q14BZ2 Q3U0V7 Q3UYH0	Nuclear receptor-interacting protein 2	Neuronal-interacting factor X 1;	 PF09668;	 GO:0005737;GO:0005634;GO:0004190;GO:0000122;GO:0007219;	  C:cytoplasm; C:nucleus;	  F:aspartic-type endopeptidase activity;	  P:negative regulation of transcription by RNA polymerase II; P:Notch signaling pathway;
XM_040174757.1	chrIV	32690154	32690154	chrIV	32681801	32696421	+	XM_040174757.1	path1	Q6ZV73 Q6ZR53 Q7Z2Z7 Q96D44 Q9NUR8 Q9P2I5	FYVE, RhoGEF and PH domain-containing protein 6	Zinc finger FYVE domain-containing protein 24;	 PF01363;PF00169;PF00621;	 GO:0005737;GO:0005856;GO:0005794;GO:0030027;GO:0001726;GO:0005085;GO:0046872;GO:0031267;GO:0030036;GO:0007010;GO:0046847;GO:0008360;GO:0043087;	  C:cytoplasm; C:cytoskeleton; C:Golgi apparatus; C:lamellipodium; C:ruffle;	  F:guanyl-nucleotide exchange factor activity; F:metal ion binding; F:small GTPase binding;	  P:actin cytoskeleton organization; P:cytoskeleton organization; P:filopodium assembly; P:regulation of cell shape; P:regulation of GTPase activity;
XM_040173973.1	chrIV	32779885	32779885	chrIV	32772105	32775753	+	XM_040173973.1	path1	Q95KK4	Single-stranded DNA-binding protein, mitochondrial		 PF00436;	 GO:0042645;GO:0003682;GO:0003697;GO:0006260;	  C:mitochondrial nucleoid;	  F:chromatin binding; F:single-stranded DNA binding;	  P:DNA replication;
XM_040173974.1	chrIV	32779885	32779885	chrIV	32776433	32793433	+	XM_040173974.1	path1	A1L224	Cyclic AMP-responsive element-binding protein 3-like protein 2		 PF00170;	 GO:0005783;GO:0005789;GO:0016021;GO:0005634;GO:0035497;GO:0000981;GO:0000976;GO:0051216;GO:0002062;GO:0030968;GO:0045944;GO:0060628;GO:0003330;GO:0006357;GO:0034976;	  C:endoplasmic reticulum; C:endoplasmic reticulum membrane; C:integral component of membrane; C:nucleus;	  F:cAMP response element binding; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:transcription regulatory region sequence-specific DNA binding;	  P:cartilage development; P:chondrocyte differentiation; P:endoplasmic reticulum unfolded protein response; P:positive regulation of transcription by RNA polymerase II; P:regulation of ER to Golgi vesicle-mediated transport; P:regulation of extracellular matrix constituent secretion; P:regulation of transcription by RNA polymerase II; P:response to endoplasmic reticulum stress;
XM_040187614.1	chrIX	871871	871871	chrIX	855692	903860	+	XM_040187614.1	path1	Q9R1L5 Q7TQG9 Q80TN0	Microtubule-associated serine/threonine-protein kinase 1	Syntrophin-associated serine/threonine-protein kinase;	 PF08926;PF17820;PF00069;	 GO:0030424;GO:0005737;GO:0005856;GO:0030425;GO:0016020;GO:0043005;GO:0043025;GO:0005886;GO:0005524;GO:0000287;GO:0008017;GO:0106310;GO:0004674;GO:0106311;GO:0007420;GO:0007010;GO:0035556;GO:0018105;GO:0006468;	  C:axon; C:cytoplasm; C:cytoskeleton; C:dendrite; C:membrane; C:neuron projection; C:neuronal cell body; C:plasma membrane;	  F:ATP binding; F:magnesium ion binding; F:microtubule binding; F:protein serine kinase activity; F:protein serine/threonine kinase activity; F:protein threonine kinase activity;	  P:brain development; P:cytoskeleton organization; P:intracellular signal transduction; P:peptidyl-serine phosphorylation; P:protein phosphorylation;
XM_040187619.1	chrIX	908061	908061	chrIX	905367	912739	+	XM_040187619.1	path1	Q684M2	Cysteine protease ATG4D	Autophagin-4;Autophagy-related protein 4 homolog D;	 PF03416;	 GO:0005759;GO:0008234;GO:0006915;GO:0006914;GO:0015031;	  C:mitochondrial matrix;	  F:cysteine-type peptidase activity;	  P:apoptotic process; P:autophagy; P:protein transport;
XM_040187622.1	chrIX	911634	911634	chrIX	913920	928611	+	XM_040187622.1	path1	P51532 B1A8Z4 B1A8Z5 B1A8Z6 B1A8Z7 E9PBR8 O95052 Q9HBD3	Transcription activator BRG1	ATP-dependent helicase SMARCA4;BRG1-associated factor 190A;Mitotic growth and transcription activator;Protein BRG-1;Protein brahma homolog 1;SNF2-beta;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4;	 PF07533;PF00439;PF00271;PF07529;PF08880;PF14619;PF00176;	 GO:0000785;GO:0005615;GO:0016020;GO:0071565;GO:0071564;GO:0005730;GO:0005654;GO:0005634;GO:0032991;GO:0016514;GO:0050681;GO:0005524;GO:0008094;GO:0003677;GO:0070182;GO:0004386;GO:0070577;GO:0070615;GO:0002039;GO:0047485;GO:0003723;GO:0030957;GO:0003713;GO:0003714;GO:0008134;GO:0043044;GO:1904837;GO:0006325;GO:0006338;GO:0038111;GO:0060766;GO:0030308;GO:0000122;GO:0045892;GO:0007399;GO:0003407;GO:0006337;GO:0043923;GO:0051091;GO:1902661;GO:1902895;GO:0045944;GO:1901838;GO:0045893;GO:0030177;GO:0006357;GO:0001188;	  C:chromatin; C:extracellular space; C:membrane; C:nBAF complex; C:npBAF complex; C:nucleolus; C:nucleoplasm; C:nucleus; C:protein-containing complex; C:SWI/SNF complex;	  F:androgen receptor binding; F:ATP binding; F:ATPase activity, acting on DNA; F:DNA binding; F:DNA polymerase binding; F:helicase activity; F:lysine-acetylated histone binding; F:nucleosome-dependent ATPase activity; F:p53 binding; F:protein N-terminus binding; F:RNA binding; F:Tat protein binding; F:transcription coactivator activity; F:transcription corepressor activity; F:transcription factor binding;	  P:ATP-dependent chromatin remodeling; P:beta-catenin-TCF complex assembly; P:chromatin organization; P:chromatin remodeling; P:interleukin-7-mediated signaling pathway; P:negative regulation of androgen receptor signaling pathway; P:negative regulation of cell growth; P:negative regulation of transcription by RNA polymerase II; P:negative regulation of transcription, DNA-templated; P:nervous system development; P:neural retina development; P:nucleosome disassembly; P:positive regulation by host of viral transcription; P:positive regulation of DNA-binding transcription factor activity; P:positive regulation of glucose mediated signaling pathway; P:positive regulation of pri-miRNA transcription by RNA polymerase II; P:positive regulation of transcription by RNA polymerase II; P:positive regulation of transcription of nucleolar large rRNA by RNA polymerase I; P:positive regulation of transcription, DNA-templated; P:positive regulation of Wnt signaling pathway; P:regulation of transcription by RNA polymerase II; P:RNA polymerase I preinitiation complex assembly;
XM_040186993.1	chrIX	996420	996420	chrIX	989250	991503	-	XM_040186993.1	path1	A0A087WSX0	Immunoglobulin lambda variable 5-45 {ECO:0000303|PubMed:11872955, ECO:0000303|Ref.3}		 PF07686;	 GO:0005615;GO:0019814;GO:0005886;GO:0002250;GO:0006955;	  C:extracellular space; C:immunoglobulin complex; C:plasma membrane;	 	  P:adaptive immune response; P:immune response;
XM_040175855.1	chrV	5684473	5684473	chrV	5675251	5706933	-	XM_040175855.1	path1	Q9QXY2 Q9QXY3	SRC kinase signaling inhibitor 1 {ECO:0000305}	SNAP-25-interacting protein;p130Cas-associated protein;p140Cap {ECO:0000303|PubMed:18662323};	 PF03915;	 GO:0015629;GO:0030424;GO:0005737;GO:0030425;GO:0030175;GO:0030027;GO:0043005;GO:0043025;GO:0014069;GO:0098793;GO:0045202;GO:0030234;GO:0019904;GO:0019901;GO:0006887;GO:0007162;GO:0050709;GO:0061099;GO:0061098;GO:0030334;GO:0061001;GO:0034446;	  C:actin cytoskeleton; C:axon; C:cytoplasm; C:dendrite; C:filopodium; C:lamellipodium; C:neuron projection; C:neuronal cell body; C:postsynaptic density; C:presynapse; C:synapse;	  F:enzyme regulator activity; F:protein domain specific binding; F:protein kinase binding;	  P:exocytosis; P:negative regulation of cell adhesion; P:negative regulation of protein secretion; P:negative regulation of protein tyrosine kinase activity; P:positive regulation of protein tyrosine kinase activity; P:regulation of cell migration; P:regulation of dendritic spine morphogenesis; P:substrate adhesion-dependent cell spreading;
XM_040178142.1	chrVI	8575838	8575838	chrVI	8570225	8574990	+	XM_040178142.1	path1	Q5E9R2 Q5EA78	1-acyl-sn-glycerol-3-phosphate acyltransferase delta	1-acylglycerol-3-phosphate O-acyltransferase 4;Lysophosphatidic acid acyltransferase delta;	 PF16076;PF01553;	 GO:0012505;GO:0005783;GO:0005789;GO:0016021;GO:0005741;GO:0003841;GO:0016746;GO:0016024;	  C:endomembrane system; C:endoplasmic reticulum; C:endoplasmic reticulum membrane; C:integral component of membrane; C:mitochondrial outer membrane;	  F:1-acylglycerol-3-phosphate O-acyltransferase activity; F:transferase activity, transferring acyl groups;	  P:CDP-diacylglycerol biosynthetic process;
XM_040178137.1	chrVI	8575838	8575838	chrVI	8576382	8593045	-	XM_040178137.1	path1	Q9Y6R4 A6H8W0 B7ZLD3 B9EG75 Q5VTT8 Q5VTT9 Q92612 Q9H408	Mitogen-activated protein kinase kinase kinase 4	MAP three kinase 1;MAPK/ERK kinase kinase 4;	 PF00069;	 GO:0005737;GO:0048471;GO:0005524;GO:0004709;GO:0046872;GO:0106310;GO:0106311;GO:0000186;GO:0035556;GO:0043507;GO:1900745;GO:0051973;GO:1904355;GO:0032212;GO:0010225;	  C:cytoplasm; C:perinuclear region of cytoplasm;	  F:ATP binding; F:MAP kinase kinase kinase activity; F:metal ion binding; F:protein serine kinase activity; F:protein threonine kinase activity;	  P:activation of MAPKK activity; P:intracellular signal transduction; P:positive regulation of JUN kinase activity; P:positive regulation of p38MAPK cascade; P:positive regulation of telomerase activity; P:positive regulation of telomere capping; P:positive regulation of telomere maintenance via telomerase; P:response to UV-C;
