XM_040171547.1	chrIII	7293905	7293905	chrIII	7291648	7296093	+	XM_040171547.1	path1	Q90WG1	Spindlin-Z		 PF02513;	 GO:0005634;GO:0007049;GO:0007276;	  C:nucleus;	 	  P:cell cycle; P:gamete generation;
XM_040171546.1	chrIII	7293905	7293905	chrIII	7291652	7296093	+	XM_040171546.1	path1	Q4V8J7	Spindlin-1	Spindlin1;	 PF02513;	 GO:0005829;GO:0005730;GO:0005654;GO:0005634;GO:0005819;GO:0003677;GO:0035064;GO:0006325;GO:0007276;GO:0051321;GO:0007275;GO:0045893;GO:0030177;GO:0006355;GO:0009303;GO:0016055;	  C:cytosol; C:nucleolus; C:nucleoplasm; C:nucleus; C:spindle;	  F:DNA binding; F:methylated histone binding;	  P:chromatin organization; P:gamete generation; P:meiotic cell cycle; P:multicellular organism development; P:positive regulation of transcription, DNA-templated; P:positive regulation of Wnt signaling pathway; P:regulation of transcription, DNA-templated; P:rRNA transcription; P:Wnt signaling pathway;
XM_040171019.1	chrIII	7400399	7400399	chrIII	7378655	7391994	-	XM_040171019.1	path1	O95948	One cut domain family member 2	Hepatocyte nuclear factor 6-beta;One cut homeobox 2;Transcription factor ONECUT-2;	 PF02376;PF00046;	 GO:0015629;GO:0000785;GO:0005654;GO:0005634;GO:0001228;GO:0000981;GO:0000978;GO:1990837;GO:0009887;GO:0045165;GO:0060271;GO:0031018;GO:0002064;GO:0001889;GO:0030512;GO:0048935;GO:0030335;GO:0045944;GO:0001952;GO:0006357;	  C:actin cytoskeleton; C:chromatin; C:nucleoplasm; C:nucleus;	  F:DNA-binding transcription activator activity, RNA polymerase II-specific; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding; F:sequence-specific double-stranded DNA binding;	  P:animal organ morphogenesis; P:cell fate commitment; P:cilium assembly; P:endocrine pancreas development; P:epithelial cell development; P:liver development; P:negative regulation of transforming growth factor beta receptor signaling pathway; P:peripheral nervous system neuron development; P:positive regulation of cell migration; P:positive regulation of transcription by RNA polymerase II; P:regulation of cell-matrix adhesion; P:regulation of transcription by RNA polymerase II;
XM_040170668.1	chrIII	7401473	7401473	chrIII	7410835	7433212	+	XM_040170668.1	path1	Q01978 Q5D0A6	Transcription factor E2-alpha	Transcription factor 3;Transcription factor XE12/XE47;	 PF00010;	 GO:0005634;GO:0043425;GO:0003700;GO:0000981;GO:0070888;GO:0046982;GO:0030154;GO:0007399;GO:0045666;GO:0045944;	  C:nucleus;	  F:bHLH transcription factor binding; F:DNA-binding transcription factor activity; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:E-box binding; F:protein heterodimerization activity;	  P:cell differentiation; P:nervous system development; P:positive regulation of neuron differentiation; P:positive regulation of transcription by RNA polymerase II;
XM_040170658.1	chrIII	7499887	7499887	chrIII	7485338	7491861	-	XM_040170658.1	path1	Q90705	Elongation factor 2		 PF00679;PF14492;PF03764;PF00009;PF03144;	 GO:0005737;GO:1990904;GO:0005525;GO:0003924;GO:0043022;GO:0003746;GO:0006414;	  C:cytoplasm; C:ribonucleoprotein complex;	  F:GTP binding; F:GTPase activity; F:ribosome binding; F:translation elongation factor activity;	  P:translational elongation;
XM_040170673.1	chrIII	7499887	7499887	chrIII	7494488	7499547	+	XM_040170673.1	path1	Q91XE9 Q8BWS0	Cyclic AMP-responsive element-binding protein 3-like protein 3	Transcription factor CREB-H;	 PF00170;	 GO:0005829;GO:0005783;GO:0005789;GO:0016021;GO:0016020;GO:0005654;GO:0005634;GO:0035497;GO:0001228;GO:0000981;GO:0046982;GO:0042803;GO:0000978;GO:0000977;GO:0000976;GO:0030968;GO:0045944;GO:1990440;GO:0006357;	  C:cytosol; C:endoplasmic reticulum; C:endoplasmic reticulum membrane; C:integral component of membrane; C:membrane; C:nucleoplasm; C:nucleus;	  F:cAMP response element binding; F:DNA-binding transcription activator activity, RNA polymerase II-specific; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:protein heterodimerization activity; F:protein homodimerization activity; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding; F:RNA polymerase II transcription regulatory region sequence-specific DNA binding; F:transcription regulatory region sequence-specific DNA binding;	  P:endoplasmic reticulum unfolded protein response; P:positive regulation of transcription by RNA polymerase II; P:positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress; P:regulation of transcription by RNA polymerase II;
XM_040172046.1	chrIII	7499887	7499887	chrIII	7502262	7504787	+	XM_040172046.1	path1	Q9NSD7 Q14DA5	Relaxin-3 receptor 1	G protein-coupled receptor SALPR;G-protein coupled receptor GPCR135;Relaxin family peptide receptor 3;Somatostatin- and angiotensin-like peptide receptor;	 PF00001;	 GO:0005887;GO:0005886;GO:0008528;GO:0004930;GO:0007186;GO:0007218;GO:0032467;	  C:integral component of plasma membrane; C:plasma membrane;	  F:G protein-coupled peptide receptor activity; F:G protein-coupled receptor activity;	  P:G protein-coupled receptor signaling pathway; P:neuropeptide signaling pathway; P:positive regulation of cytokinesis;
XM_040172047.1	chrIII	7499887	7499887	chrIII	7506046	7512245	-	XM_040172047.1	path1	Q8N6T7 B2RCD0 O75291 Q6IAF5 Q6PK99 Q8NCD2 Q9BSI5 Q9BWP3 Q9NRC7 Q9UQD1	NAD-dependent protein deacetylase sirtuin-6	Regulatory protein SIR2 homolog 6;SIR2-like protein 6;	 PF02146;	 GO:0099115;GO:0005737;GO:0005654;GO:0005634;GO:0019213;GO:0004407;GO:0003956;GO:0003950;GO:0070403;GO:0017136;GO:0046969;GO:0003714;GO:0008270;GO:0070932;GO:0000122;GO:1905555;GO:1902732;GO:0031940;GO:0120162;GO:1905549;GO:0032206;GO:1901485;GO:1905564;GO:0003247;GO:0006471;GO:0006476;GO:0010569;GO:0031667;	  C:chromosome, subtelomeric region; C:cytoplasm; C:nucleoplasm; C:nucleus;	  F:deacetylase activity; F:histone deacetylase activity; F:NAD(P)+-protein-arginine ADP-ribosyltransferase activity; F:NAD+ ADP-ribosyltransferase activity; F:NAD+ binding; F:NAD-dependent histone deacetylase activity; F:NAD-dependent histone deacetylase activity (H3-K9 specific); F:transcription corepressor activity; F:zinc ion binding;	  P:histone H3 deacetylation; P:negative regulation of transcription by RNA polymerase II; P:positive regulation of blood vessel branching; P:positive regulation of chondrocyte proliferation; P:positive regulation of chromatin silencing at telomere; P:positive regulation of cold-induced thermogenesis; P:positive regulation of subtelomeric heterochromatin assembly; P:positive regulation of telomere maintenance; P:positive regulation of transcription factor catabolic process; P:positive regulation of vascular endothelial cell proliferation; P:post-embryonic cardiac muscle cell growth involved in heart morphogenesis; P:protein ADP-ribosylation; P:protein deacetylation; P:regulation of double-strand break repair via homologous recombination; P:response to nutrient levels;
XM_040172048.1	chrIII	7534357	7534357	chrIII	7518201	7522744	+	XM_040172048.1	path1	F1Q8W0 A1L232	Cactin		 PF10312;PF09732;	 GO:0005737;GO:0005681;GO:0008595;GO:0001654;GO:0045087;GO:0045292;GO:0045824;GO:0007399;GO:0003407;GO:0040019;GO:0010468;	  C:cytoplasm; C:spliceosomal complex;	 	  P:anterior/posterior axis specification, embryo; P:eye development; P:innate immune response; P:mRNA cis splicing, via spliceosome; P:negative regulation of innate immune response; P:nervous system development; P:neural retina development; P:positive regulation of embryonic development; P:regulation of gene expression;
XM_040172049.1	chrIII	7534357	7534357	chrIII	7522944	7529342	-	XM_040172049.1	path1	Q9YHX4	Semaphorin-4E	Semaphorin-7;Semaphorin-Z7;	 PF01437;PF01403;	 GO:0005615;GO:0005887;GO:0045499;GO:0030215;GO:0007411;GO:0050919;GO:0010693;GO:0048843;GO:0000122;GO:0001755;GO:0043931;GO:0030335;GO:0043547;GO:0071526;	  C:extracellular space; C:integral component of plasma membrane;	  F:chemorepellent activity; F:semaphorin receptor binding;	  P:axon guidance; P:negative chemotaxis; P:negative regulation of alkaline phosphatase activity; P:negative regulation of axon extension involved in axon guidance; P:negative regulation of transcription by RNA polymerase II; P:neural crest cell migration; P:ossification involved in bone maturation; P:positive regulation of cell migration; P:positive regulation of GTPase activity; P:semaphorin-plexin signaling pathway;
XM_040172054.1	chrIII	7534357	7534357	chrIII	7529646	7534343	-	XM_040172054.1	path1	Q9UGK3 A6NKK3 Q9NXI2	Signal-transducing adaptor protein 2	Breast tumor kinase substrate;	 	 GO:0005829;GO:0005886;GO:0035591;GO:0042531;	  C:cytosol; C:plasma membrane;	  F:signaling adaptor activity;	  P:positive regulation of tyrosine phosphorylation of STAT protein;
XM_040172051.1	chrIII	7534357	7534357	chrIII	7534649	7543634	-	XM_040172051.1	path1	Q8AXV0	Endophilin-A2	Endophilin-2;SH3 domain-containing GRB2-like protein 2;SH3p8;	 PF03114;PF00018;	 GO:0030054;GO:0042995;GO:0031901;GO:0002102;GO:0008289;GO:0006897;	  C:cell junction; C:cell projection; C:early endosome membrane; C:podosome;	  F:lipid binding;	  P:endocytosis;
XM_040172180.1	chrIII	7534357	7534357	chrIII	7544336	7556424	-	XM_040172180.1	path1	Q92753 Q8WX73	Nuclear receptor ROR-beta	Nuclear receptor RZR-beta;Nuclear receptor subfamily 1 group F member 2;Retinoid-related orphan receptor-beta;	 PF00104;PF00105;	 GO:0000785;GO:0005654;GO:0005634;GO:0001228;GO:0003700;GO:0000981;GO:0008502;GO:0004879;GO:0000978;GO:1990837;GO:0008134;GO:0008270;GO:0035881;GO:0071300;GO:0042462;GO:0045668;GO:0045892;GO:0045944;GO:0045893;GO:0042752;GO:0006357;GO:0006355;GO:0060041;GO:0046549;GO:0046548;GO:0048511;GO:0006367;GO:0007601;	  C:chromatin; C:nucleoplasm; C:nucleus;	  F:DNA-binding transcription activator activity, RNA polymerase II-specific; F:DNA-binding transcription factor activity; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:melatonin receptor activity; F:nuclear receptor activity; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding; F:sequence-specific double-stranded DNA binding; F:transcription factor binding; F:zinc ion binding;	  P:amacrine cell differentiation; P:cellular response to retinoic acid; P:eye photoreceptor cell development; P:negative regulation of osteoblast differentiation; P:negative regulation of transcription, DNA-templated; P:positive regulation of transcription by RNA polymerase II; P:positive regulation of transcription, DNA-templated; P:regulation of circadian rhythm; P:regulation of transcription by RNA polymerase II; P:regulation of transcription, DNA-templated; P:retina development in camera-type eye; P:retinal cone cell development; P:retinal rod cell development; P:rhythmic process; P:transcription initiation from RNA polymerase II promoter; P:visual perception;
XM_040172186.1	chrIII	7549811	7549811	chrIII	7564006	7565723	+	XM_040172186.1	path1	Q9HC97 J3KR30 O43495 Q17R58 Q4VBN5 Q4ZFV2 Q6FHI8 Q86UH4	G-protein coupled receptor 35	Kynurenic acid receptor;	 PF00001;	 GO:0005887;GO:0005886;GO:0016494;GO:0004930;GO:0070098;GO:0007010;GO:0007186;GO:1904456;GO:1901386;GO:0007204;GO:0051482;GO:0035025;	  C:integral component of plasma membrane; C:plasma membrane;	  F:C-X-C chemokine receptor activity; F:G protein-coupled receptor activity;	  P:chemokine-mediated signaling pathway; P:cytoskeleton organization; P:G protein-coupled receptor signaling pathway; P:negative regulation of neuronal action potential; P:negative regulation of voltage-gated calcium channel activity; P:positive regulation of cytosolic calcium ion concentration; P:positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway; P:positive regulation of Rho protein signal transduction;
XM_040172177.1	chrIII	7562597	7562597	chrIII	7574165	7596301	-	XM_040172177.1	path1	O70141	Semaphorin-6B	Semaphorin-Z;	 PF01403;	 GO:0005615;GO:0005887;GO:0045499;GO:0030215;GO:0007411;GO:0007417;GO:0021766;GO:0050919;GO:0048843;GO:0001755;GO:0030335;GO:0071526;	  C:extracellular space; C:integral component of plasma membrane;	  F:chemorepellent activity; F:semaphorin receptor binding;	  P:axon guidance; P:central nervous system development; P:hippocampus development; P:negative chemotaxis; P:negative regulation of axon extension involved in axon guidance; P:neural crest cell migration; P:positive regulation of cell migration; P:semaphorin-plexin signaling pathway;
XM_040170754.1	chrIII	15397381	15397381	chrIII	15358995	15388769	+	XM_040170754.1	path1	P24797	Sodium/potassium-transporting ATPase subunit alpha-2	Sodium pump subunit alpha-2;	 PF00689;PF00690;	 GO:0005737;GO:0016021;GO:0005886;GO:0005524;GO:0046872;GO:0005391;GO:0030007;GO:0006883;GO:0001504;GO:1990573;GO:1902600;GO:0006942;GO:0036376;	  C:cytoplasm; C:integral component of membrane; C:plasma membrane;	  F:ATP binding; F:metal ion binding; F:P-type sodium:potassium-exchanging transporter activity;	  P:cellular potassium ion homeostasis; P:cellular sodium ion homeostasis; P:neurotransmitter uptake; P:potassium ion import across plasma membrane; P:proton transmembrane transport; P:regulation of striated muscle contraction; P:sodium ion export across plasma membrane;
XM_040170755.1	chrIII	15397381	15397381	chrIII	15375463	15388769	+	XM_040170755.1	path1	P18907	Sodium/potassium-transporting ATPase subunit alpha-1	Na(+)/K(+) ATPase alpha-1 subunit;	 PF00689;PF00690;	 GO:0016324;GO:0016323;GO:0016021;GO:0016328;GO:0031090;GO:0005886;GO:0014069;GO:0005890;GO:0036126;GO:0030315;GO:0005524;GO:0051087;GO:0046872;GO:0005391;GO:0016791;GO:1990239;GO:0030007;GO:0071383;GO:0006883;GO:0086009;GO:0031947;GO:0045822;GO:0045823;GO:0045989;GO:1990573;GO:1902600;GO:0008217;GO:0002028;GO:0002026;GO:0042493;GO:1903416;GO:0036376;	  C:apical plasma membrane; C:basolateral plasma membrane; C:integral component of membrane; C:lateral plasma membrane; C:organelle membrane; C:plasma membrane; C:postsynaptic density; C:sodium:potassium-exchanging ATPase complex; C:sperm flagellum; C:T-tubule;	  F:ATP binding; F:chaperone binding; F:metal ion binding; F:P-type sodium:potassium-exchanging transporter activity; F:phosphatase activity; F:steroid hormone binding;	  P:cellular potassium ion homeostasis; P:cellular response to steroid hormone stimulus; P:cellular sodium ion homeostasis; P:membrane repolarization; P:negative regulation of glucocorticoid biosynthetic process; P:negative regulation of heart contraction; P:positive regulation of heart contraction; P:positive regulation of striated muscle contraction; P:potassium ion import across plasma membrane; P:proton transmembrane transport; P:regulation of blood pressure; P:regulation of sodium ion transport; P:regulation of the force of heart contraction; P:response to drug; P:response to glycoside; P:sodium ion export across plasma membrane;
XM_040170759.1	chrIII	15397381	15397381	chrIII	15389908	15393561	+	XM_040170759.1	path1	P70097	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial	Integral membrane protein CII-3;QPs-1;	 PF01127;	 GO:0016021;GO:0005743;GO:0005749;GO:0009055;GO:0020037;GO:0046872;GO:0000104;GO:0006099;	  C:integral component of membrane; C:mitochondrial inner membrane; C:mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone);	  F:electron transfer activity; F:heme binding; F:metal ion binding; F:succinate dehydrogenase activity;	  P:tricarboxylic acid cycle;
XM_040175423.1	chrIV	32584511	32584511	chrIV	32581888	32583675	-	XM_040175423.1	path1	Q90259	Achaete-scute homolog 1a	Pituitary-absent protein;	 PF00010;	 GO:0005634;GO:0090575;GO:0000981;GO:0046983;GO:0000977;GO:0043565;GO:0021984;GO:0031103;GO:0043697;GO:0048566;GO:0002070;GO:0021575;GO:0060575;GO:0010629;GO:0007399;GO:0030182;GO:0045666;GO:0045944;GO:0045893;GO:0031099;GO:0050767;GO:0006357;GO:0070654;GO:0007423;GO:0061549;GO:0061195;	  C:nucleus; C:RNA polymerase II transcription regulator complex;	  F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:protein dimerization activity; F:RNA polymerase II transcription regulatory region sequence-specific DNA binding; F:sequence-specific DNA binding;	  P:adenohypophysis development; P:axon regeneration; P:cell dedifferentiation; P:embryonic digestive tract development; P:epithelial cell maturation; P:hindbrain morphogenesis; P:intestinal epithelial cell differentiation; P:negative regulation of gene expression; P:nervous system development; P:neuron differentiation; P:positive regulation of neuron differentiation; P:positive regulation of transcription by RNA polymerase II; P:positive regulation of transcription, DNA-templated; P:regeneration; P:regulation of neurogenesis; P:regulation of transcription by RNA polymerase II; P:sensory epithelium regeneration; P:sensory organ development; P:sympathetic ganglion development; P:taste bud formation;
XM_040175436.1	chrIV	32584511	32584511	chrIV	32586646	32593388	+	XM_040175436.1	path1	Q969R8 A8K4Z5 D3DUQ2 Q6PKU5 Q96SX6	KICSTOR complex protein ITFG2 {ECO:0000305}	Integrin-alpha FG-GAP repeat-containing protein 2 {ECO:0000312|HGNC:HGNC:30879};	 PF15907;	 GO:0005829;GO:0140007;GO:0005765;GO:0005654;GO:0034198;GO:0042149;GO:0002314;GO:1904262;GO:0032006;	  C:cytosol; C:KICSTOR complex; C:lysosomal membrane; C:nucleoplasm;	 	  P:cellular response to amino acid starvation; P:cellular response to glucose starvation; P:germinal center B cell differentiation; P:negative regulation of TORC1 signaling; P:regulation of TOR signaling;
XM_040175437.1	chrIV	32602258	32602258	chrIV	32595040	32608598	-	XM_040175437.1	path1	Q9JHR9 Q14BZ2 Q3U0V7 Q3UYH0	Nuclear receptor-interacting protein 2	Neuronal-interacting factor X 1;	 PF09668;	 GO:0005737;GO:0005634;GO:0004190;GO:0000122;GO:0007219;	  C:cytoplasm; C:nucleus;	  F:aspartic-type endopeptidase activity;	  P:negative regulation of transcription by RNA polymerase II; P:Notch signaling pathway;
XM_040175432.1	chrIV	32602258	32602258	chrIV	32609787	32612863	-	XM_040175432.1	path1	Q8BFQ9 Q6ZPT4	Kelch-like protein 42	Cullin-3-binding protein 9;Kelch domain-containing protein 5;	 PF01344;	 GO:0031463;GO:0005737;GO:0005819;GO:0004842;GO:0007049;GO:0051301;GO:0043161;GO:0000209;GO:0032886;	  C:Cul3-RING ubiquitin ligase complex; C:cytoplasm; C:spindle;	  F:ubiquitin-protein transferase activity;	  P:cell cycle; P:cell division; P:proteasome-mediated ubiquitin-dependent protein catabolic process; P:protein polyubiquitination; P:regulation of microtubule-based process;
XM_040174538.1	chrIV	32690154	32690154	chrIV	32671394	32680942	-	XM_040174538.1	path1	Q28C41	Vezatin		 PF12632;	 GO:0005912;GO:0016021;GO:0005634;GO:0005886;GO:0002142;GO:0017022;GO:0098609;	  C:adherens junction; C:integral component of membrane; C:nucleus; C:plasma membrane; C:stereocilia ankle link complex;	  F:myosin binding;	  P:cell-cell adhesion;
XM_040174757.1	chrIV	32690154	32690154	chrIV	32681801	32696421	+	XM_040174757.1	path1	Q6ZV73 Q6ZR53 Q7Z2Z7 Q96D44 Q9NUR8 Q9P2I5	FYVE, RhoGEF and PH domain-containing protein 6	Zinc finger FYVE domain-containing protein 24;	 PF01363;PF00169;PF00621;	 GO:0005737;GO:0005856;GO:0005794;GO:0030027;GO:0001726;GO:0005085;GO:0046872;GO:0031267;GO:0030036;GO:0007010;GO:0046847;GO:0008360;GO:0043087;	  C:cytoplasm; C:cytoskeleton; C:Golgi apparatus; C:lamellipodium; C:ruffle;	  F:guanyl-nucleotide exchange factor activity; F:metal ion binding; F:small GTPase binding;	  P:actin cytoskeleton organization; P:cytoskeleton organization; P:filopodium assembly; P:regulation of cell shape; P:regulation of GTPase activity;
